Date,actual,predicted
2018-05-03,311.690002,307.23579758649646
2018-05-04,320.089996,317.65540843221095
2018-05-07,326.26001,325.58376727620583
2018-05-08,326.890015,324.9550652967278
2018-05-09,330.299988,330.5550410564302
2018-05-10,329.600006,328.83651168437666
2018-05-11,326.459991,327.1616766774247
2018-05-14,328.529999,329.84726665553114
2018-05-15,326.130005,324.09566648871925
2018-05-16,328.190002,328.1780234532948
2018-05-17,325.220001,326.40415846149097
2018-05-18,324.179993,324.53634835558114
2018-05-21,331.820007,329.84052600986786
2018-05-22,331.619995,334.03726149081604
2018-05-23,344.720001,341.0234006454251
2018-05-24,349.290009,350.1840498232965
2018-05-25,351.290009,353.0657644081606
2018-05-29,349.730011,351.7654962272246
2018-05-30,353.540009,351.48228483286806
2018-05-31,351.600006,352.6973665090195
2018-06-01,359.929993,358.21984761008304
2018-06-04,361.809998,357.550576302988
2018-06-05,365.799988,367.36776933639965
2018-06-06,367.450012,366.17117462729993
2018-06-07,361.399994,360.2986339025818
2018-06-08,360.570007,360.2602760006275
2018-06-11,361.450012,364.3309428997336
2018-06-12,363.829987,364.4530081908699
2018-06-13,379.929993,378.82952464738815
2018-06-14,392.869995,392.88544891670546
2018-06-15,391.980011,395.43201933818455
2018-06-18,390.399994,391.4669331378834
2018-06-19,404.980011,402.08264303701833
2018-06-20,416.76001,415.34293231232346
2018-06-21,415.440002,411.80361122564534
2018-06-22,411.089996,412.672138214205
2018-06-25,384.480011,385.70518031008703
2018-06-26,399.390015,399.7670484627163
2018-06-27,390.390015,397.22242760248395
2018-06-28,395.420013,390.9238442555326
2018-06-29,391.429993,394.3785554887529
2018-07-02,398.179993,391.2539102844322
2018-07-03,390.519989,391.91086529241267
2018-07-05,398.390015,396.2410307499218
2018-07-06,408.25,405.06083161642294
2018-07-09,418.970001,415.37134591177653
2018-07-10,415.630005,416.3666195804713
2018-07-11,418.649994,418.04802643311615
2018-07-12,413.5,411.4388605731748
2018-07-13,395.799988,399.34441931153697
2018-07-16,400.480011,398.36870308847455
2018-07-17,379.480011,378.34400820590247
2018-07-18,375.130005,377.20953642922336
2018-07-19,364.230011,369.32049787382374
2018-07-20,361.049988,366.4704273170277
2018-07-23,362.660004,359.0637005896463
2018-07-24,357.320007,357.9539091527905
2018-07-25,362.869995,361.01375340770755
2018-07-26,363.089996,363.01931185947427
2018-07-27,355.209991,354.83627766112505
2018-07-30,334.959991,338.42478659349246
2018-07-31,337.450012,338.0014500258754
2018-08-01,338.380005,341.3654542366085
2018-08-02,344.5,341.5176836839441
2018-08-03,343.089996,340.7450093490094
2018-08-06,350.920013,349.4604590348717
2018-08-07,351.829987,353.4327319485295
2018-08-08,347.609985,348.00622959822425
2018-08-09,349.359985,349.92847567860366
2018-08-10,345.869995,346.8275003892719
2018-08-13,341.309998,345.26913643873064
2018-08-14,337.48999,337.8774488484435
2018-08-15,326.399994,325.0652176454808
2018-08-16,322.440002,324.0083894530118
2018-08-17,316.779999,318.7587180165786
2018-08-20,327.730011,325.3114203495681
2018-08-21,338.019989,339.090090043215
2018-08-22,344.440002,344.15281986573007
2018-08-23,339.170013,341.7071867102296
2018-08-24,358.820007,355.9468201782133
2018-08-27,364.579987,368.20456507789015
2018-08-28,368.48999,364.3459569985271
2018-08-29,368.040009,366.3310883076103
2018-08-30,370.980011,373.6278658187477
2018-08-31,367.679993,372.3809777570132
2018-09-04,363.600006,364.5748926130907
2018-09-05,341.179993,343.08400667347445
2018-09-06,346.459991,350.3947851446824
2018-09-07,348.679993,352.329198216873
2018-09-10,348.410004,345.1323382832453
2018-09-11,355.929993,353.139706402016
2018-09-12,369.950012,366.12157489701207
2018-09-13,368.149994,370.0490446229676
2018-09-14,364.559998,366.58287197149656
2018-09-17,350.350006,354.68949260663226
2018-09-18,367.649994,363.64505379612643
2018-09-19,366.959991,365.20173902208376
2018-09-20,365.359985,364.8886925882406
2018-09-21,361.190002,366.9564664389428
2018-09-24,369.609985,366.80288333869083
2018-09-25,369.429993,366.84435502330206
2018-09-26,377.880005,378.9106926265944
2018-09-27,380.709991,379.80851579965565
2018-09-28,374.130005,376.4350454281042
2018-10-01,381.429993,384.1263552870048
2018-10-02,377.140015,378.04785596938865
2018-10-03,377.049988,377.8158313995543
2018-10-04,363.649994,363.5750853294066
2018-10-05,351.350006,349.4965452622529
2018-10-08,349.100006,346.08815853806027
2018-10-09,355.709991,355.7521838813865
2018-10-10,325.890015,332.28193503374473
2018-10-11,321.100006,325.50458351659427
2018-10-12,339.559998,333.1333082738735
2018-10-15,333.130005,330.69821663387785
2018-10-16,346.399994,341.40339446879494
2018-10-17,364.700012,364.0715673634603
2018-10-18,346.709991,351.0869980631166
2018-10-19,332.670013,340.07080170910797
2018-10-22,329.540009,325.79286769400875
2018-10-23,333.160004,332.13674612577813
2018-10-24,301.829987,307.5677214182531
2018-10-25,312.869995,316.2559057657688
2018-10-26,299.829987,305.29000820025874
2018-10-29,284.839996,283.6180277763773
2018-10-30,285.809998,285.08750829970745
2018-10-31,301.779999,307.51226087425886
2018-11-01,317.380005,309.47438538526467
2018-11-02,309.100006,313.83172411991393
2018-11-05,315.440002,310.4911401346537
2018-11-06,310.839996,311.5810909622465
2018-11-07,327.5,324.1297082402859
2018-11-08,317.920013,322.2724513405169
2018-11-09,303.470001,302.52315283538303
2018-11-12,294.070007,294.77945976282615
2018-11-13,294.399994,297.37388068421745
2018-11-14,286.730011,284.0527035652232
2018-11-15,290.059998,288.67407681598866
2018-11-16,286.209991,286.0397267981675
2018-11-19,270.600006,273.33104681068824
2018-11-20,266.980011,268.216745657913
2018-11-21,262.130005,264.9529235610838
2018-11-23,258.820007,261.64473886204894
2018-11-26,261.429993,260.03249704292307
2018-11-27,266.630005,264.79568693686343
2018-11-28,282.649994,274.78167370138965
2018-11-29,288.75,283.90589192623986
2018-11-30,286.130005,286.8836431161045
2018-12-03,290.299988,291.17450180279366
2018-12-04,275.329987,283.4033465055845
2018-12-06,282.880005,279.4803897322703
2018-12-07,265.140015,268.46024871252075
2018-12-10,269.700012,267.07773885515314
2018-12-11,265.320007,265.4907793133909
2018-12-12,274.880005,278.0816077845301
2018-12-13,276.019989,274.5967061267491
2018-12-14,266.839996,271.1329921768929
2018-12-17,262.799988,267.43191742731705
2018-12-18,270.940002,273.37632132360943
2018-12-19,266.769989,273.9369619507807
2018-12-20,260.579987,259.0635916281684
2018-12-21,246.389999,246.8977671022587
2018-12-24,233.880005,242.0026351263588
2018-12-26,253.669998,248.06730932059514
2018-12-27,255.570007,246.58512609949904
2018-12-28,256.079987,254.7938099649316
2018-12-31,267.660004,268.54265021895503
2019-01-02,267.660004,265.69817570199643
2019-01-03,271.200012,270.70071280819576
2019-01-04,297.570007,292.5844310956977
2019-01-07,315.339996,314.3507163531482
2019-01-08,320.269989,311.60297014346816
2019-01-09,319.959991,319.52684284361465
2019-01-10,324.660004,322.0614769198953
2019-01-11,337.589996,338.2538103192843
2019-01-14,332.940002,331.7753908701236
2019-01-15,354.640015,355.09342610510726
2019-01-16,351.390015,354.0613083229325
2019-01-17,353.190002,353.3613322855881
2019-01-18,339.100006,342.2557770277502
2019-01-22,325.160004,326.1972053578354
2019-01-23,321.98999,323.8451103526394
2019-01-24,326.670013,328.57761578135114
2019-01-25,338.049988,337.96842308962704
2019-01-28,335.660004,331.7156897005477
2019-01-29,328.899994,331.7185603783491
2019-01-30,340.660004,338.6569645426023
2019-01-31,339.5,343.82216957366813
2019-02-01,339.850006,344.7110879769868
2019-02-04,351.339996,349.3420453751778
2019-02-05,355.809998,358.89024777749466
2019-02-06,352.190002,349.2925362673767
2019-02-07,344.709991,341.68429436588013
2019-02-08,347.570007,346.1492961904835
2019-02-11,345.730011,348.22153125777754
2019-02-12,359.970001,356.6094557653013
2019-02-13,351.769989,354.0373638960184
2019-02-14,359.070007,356.19577355120947
2019-02-15,356.869995,361.25196807509553
2019-02-19,361.920013,362.9640672830851
2019-02-20,359.910004,360.06959539903494
2019-02-21,356.970001,357.4863133761172
2019-02-22,363.019989,365.11378459498997
2019-02-25,363.910004,368.35732937991577
2019-02-26,364.970001,362.3887352519625
2019-02-27,362.869995,364.2776385339128
2019-02-28,358.100006,361.9369391181202
2019-03-01,357.320007,356.7932208684221
2019-03-04,351.040009,352.33771774518664
2019-03-05,354.299988,352.79671986599664
2019-03-06,359.609985,357.25770258949626
2019-03-07,352.600006,354.5086123383419
2019-03-08,349.600006,346.70683004668814
2019-03-11,358.859985,356.0344337622869
2019-03-12,356.269989,355.689534344839
2019-03-13,361.209991,358.806345037284
2019-03-14,358.820007,361.4682106161739
2019-03-15,361.459991,362.2607628056892
2019-03-18,363.440002,368.9967978062826
2019-03-19,358.779999,359.3580592844405
2019-03-20,375.220001,370.98907796188945
2019-03-21,377.869995,375.69649263405375
2019-03-22,361.01001,363.5631220707207
2019-03-25,366.230011,364.4867783768276
2019-03-26,359.970001,360.59159017423633
2019-03-27,353.369995,353.76925346389663
2019-03-28,354.609985,351.47440932040894
2019-03-29,356.559998,355.4944885492043
2019-04-01,366.959991,366.22373244843544
2019-04-02,367.720001,364.95169619947256
2019-04-03,369.75,370.2825269090661
2019-04-04,367.880005,365.4640457491965
2019-04-05,365.48999,366.3024901725151
2019-04-08,361.410004,361.7785260534117
2019-04-09,364.709991,364.3866318110269
2019-04-10,363.920013,365.51282225709065
2019-04-11,367.649994,365.88541237310403
2019-04-12,351.140015,353.3080746065035
2019-04-15,348.869995,345.45504109607464
2019-04-16,359.459991,361.9243164386327
2019-04-17,354.73999,357.2017224138365
2019-04-18,360.350006,356.96910909753797
2019-04-22,377.339996,373.65593601108935
2019-04-23,381.890015,382.803669148823
2019-04-24,374.230011,375.70640966390806
2019-04-25,368.329987,367.8198348513563
2019-04-26,374.850006,372.17964107677886
2019-04-29,371.829987,370.86955648921236
2019-04-30,370.540009,372.62060496476283
2019-05-01,378.809998,383.1537564470997
2019-05-02,379.059998,379.6857859491676
2019-05-03,385.029999,381.9089382895042
2019-05-06,378.670013,379.5910167271743
2019-05-07,370.459991,370.30643074589784
2019-05-08,364.369995,363.7817305986518
2019-05-09,362.75,356.9653049862625
2019-05-10,361.040009,357.5657317832718
2019-05-13,345.26001,346.6649884114895
2019-05-14,345.609985,344.8332293088223
2019-05-15,354.98999,352.05618707937276
2019-05-16,359.309998,360.6036447433767
2019-05-17,354.450012,357.0435684206304
2019-05-20,348.109985,347.5764750244857
2019-05-21,354.269989,354.5514071784389
2019-05-22,359.730011,367.2822052252287
2019-05-23,352.209991,350.80503614876585
2019-05-24,354.390015,357.4099575140866
2019-05-28,355.059998,359.29347600847467
2019-05-29,349.190002,347.7492487610876
2019-05-30,351.850006,351.7417225480099
2019-05-31,343.279999,345.60054165398606
2019-06-03,336.630005,338.00621061317185
2019-06-04,353.399994,350.6618620720343
2019-06-05,355.730011,352.62459096823085
2019-06-06,357.130005,355.3673533703649
2019-06-07,360.869995,362.1874724201277
2019-06-10,352.01001,354.6911662687648
2019-06-11,351.269989,351.88689886662587
2019-06-12,345.559998,346.2418388523695
2019-06-13,343.429993,341.93677123572456
2019-06-14,339.730011,338.7348056608077
2019-06-17,350.619995,349.4118181743561
2019-06-18,357.119995,358.9645800420483
2019-06-19,363.519989,359.7459166511365
2019-06-20,365.209991,365.63166893762616
2019-06-21,369.209991,370.5573085123221
2019-06-24,371.040009,374.2471170929633
2019-06-25,360.299988,360.859672739071
2019-06-26,362.200012,365.84858545935367
2019-06-27,370.019989,369.32445444310116
2019-06-28,367.320007,367.087299013324
2019-07-01,374.600006,375.10650320084807
2019-07-02,375.429993,372.2018277480921
2019-07-03,381.720001,380.33466822031073
2019-07-05,380.549988,378.6919315485514
2019-07-08,376.160004,376.18062312448023
2019-07-09,379.929993,382.70093856564694
2019-07-10,381.0,367.3511816977113
2019-07-11,379.5,382.1802471396935
2019-07-12,373.25,375.13021307791377
2019-07-15,366.600006,365.19202598582353
2019-07-16,365.98999,367.2064331639764
2019-07-17,362.440002,363.9434415717236
2019-07-18,325.209991,328.3042608709702
2019-07-19,315.100006,318.89029323076005
2019-07-22,310.619995,310.2273345317463
2019-07-23,307.299988,309.12563712154736
2019-07-24,317.940002,315.84544150373824
2019-07-25,326.459991,324.2178344577243
2019-07-26,335.779999,334.0593994550268
2019-07-29,332.700012,330.6515317609357
2019-07-30,325.929993,324.96756353899883
2019-07-31,322.98999,324.95061374297995
2019-08-01,319.5,323.33555909513944
2019-08-02,318.829987,314.58977322691015
2019-08-05,307.630005,308.17474482438485
2019-08-06,310.100006,307.5469715747874
2019-08-07,304.290009,300.25824388913645
2019-08-08,315.899994,311.7197298758328
2019-08-09,308.929993,309.43645146007816
2019-08-12,310.829987,309.62894610037534
2019-08-13,312.279999,313.778991610071
2019-08-14,299.109985,300.36760082483596
2019-08-15,295.76001,291.31542601979845
2019-08-16,302.799988,300.6989456711307
2019-08-19,309.380005,309.45089024651895
2019-08-20,298.98999,299.6104184708585
2019-08-21,297.809998,298.3768697253909
2019-08-22,296.929993,295.569185164386
2019-08-23,291.440002,294.47657844198307
2019-08-26,294.980011,294.5154325124456
2019-08-27,291.029999,290.4098689032116
2019-08-28,291.769989,290.7550936913221
2019-08-29,296.779999,298.97902967030774
2019-08-30,293.75,292.4345732838948
2019-09-03,289.290009,290.98863356735984
2019-09-04,291.519989,288.36632017091637
2019-09-05,293.25,290.3233336406051
2019-09-06,290.170013,288.32554506715235
2019-09-09,294.339996,296.90182590950644
2019-09-10,287.98999,289.41723313058156
2019-09-11,288.269989,290.5257359946903
2019-09-12,288.859985,290.6239038362869
2019-09-13,294.149994,295.1141912185601
2019-09-16,294.290009,293.20215197191396
2019-09-17,298.600006,295.9912053854929
2019-09-18,291.559998,289.9655864701796
2019-09-19,286.600006,286.94339275035065
2019-09-20,270.75,271.8673657814342
2019-09-23,265.920013,267.7020712160762
2019-09-24,254.589996,257.0043547693266
2019-09-25,264.75,263.0213015325038
2019-09-26,263.309998,262.88017406203875
2019-09-27,263.079987,262.69936588052894
2019-09-30,267.619995,267.0662452465581
2019-10-01,269.579987,268.7853714357743
2019-10-02,268.029999,267.2328529042763
2019-10-03,268.149994,260.0386232321726
2019-10-04,272.790009,272.92621117737076
2019-10-07,274.459991,275.3496425755865
2019-10-08,270.720001,273.2996931560738
2019-10-09,267.529999,266.5793256683884
2019-10-10,280.480011,276.8655676827135
2019-10-11,282.929993,285.7002594316179
2019-10-14,285.529999,284.9143144353442
2019-10-15,284.25,282.1724911671534
2019-10-16,286.279999,286.2715328593053
2019-10-17,293.350006,297.3885615292003
2019-10-18,275.299988,278.9343767489303
2019-10-21,278.049988,275.8641323852813
2019-10-22,266.690002,270.7125258463026
2019-10-23,271.269989,271.7216998826359
2019-10-24,271.5,271.1895329788883
2019-10-25,276.820007,275.82758523885525
2019-10-28,281.859985,283.63958687655577
2019-10-29,281.209991,280.34588067107313
2019-10-30,291.450012,290.77031117444875
2019-10-31,287.410004,286.38332123997213
2019-11-01,286.809998,284.56838077971634
2019-11-04,292.859985,293.19370715914306
2019-11-05,288.029999,288.00800084867603
2019-11-06,288.589996,288.1539440147664
2019-11-07,289.570007,294.6444621200839
2019-11-08,291.570007,291.9147564681049
2019-11-11,294.179993,294.21235477708444
2019-11-12,292.01001,290.1232085126467
2019-11-13,283.109985,285.09216628200636
2019-11-14,289.619995,289.2146207884852
2019-11-15,295.029999,292.3886930602405
2019-11-18,302.570007,301.080980035739
2019-11-19,302.600006,301.02535034404684
2019-11-20,305.160004,306.7872243116537
2019-11-21,311.690002,310.1248648768601
2019-11-22,310.480011,307.2926194359692
2019-11-25,315.549988,311.57538540978874
2019-11-26,312.48999,313.73172454549865
2019-11-27,315.929993,315.4008685839193
2019-11-29,314.660004,314.4878580149244
2019-12-02,309.98999,305.8044947576114
2019-12-03,306.160004,306.14529536078555
2019-12-04,304.320007,304.27169095145996
2019-12-05,302.859985,300.9954175653755
2019-12-06,307.350006,305.59055907619893
2019-12-09,302.5,306.69545531628467
2019-12-10,293.119995,295.61450829038836
2019-12-11,298.929993,298.3515089943673
2019-12-12,298.440002,298.1101270117981
2019-12-13,298.5,300.1624539619324
2019-12-16,304.209991,302.9192286860917
2019-12-17,315.480011,314.65553837550885
2019-12-18,320.799988,323.4826909459
2019-12-19,332.220001,331.3253740406311
2019-12-20,336.899994,334.39672548970236
2019-12-23,333.100006,332.6659273370525
2019-12-24,333.200012,333.37457795078706
2019-12-26,332.630005,334.0896818931167
2019-12-27,329.089996,328.1029248965275
2019-12-30,323.309998,324.21398110405534
2019-12-31,323.570007,323.7043081036217
2020-01-02,329.809998,328.24883968806023
2020-01-03,325.899994,328.33035386684014
2020-01-06,335.829987,331.8140640169977
2020-01-07,330.75,331.78918261118076
2020-01-08,339.26001,340.1028651684099
2020-01-09,335.660004,337.1683611633281
2020-01-10,329.049988,330.1329030143209
2020-01-13,338.920013,338.85901089874994
2020-01-14,338.690002,338.20924133311576
2020-01-15,339.070007,340.7209315841306
2020-01-16,338.619995,337.4679467403527
2020-01-17,339.670013,338.90083602513477
2020-01-21,338.109985,335.76852125706796
2020-01-22,326.0,329.7389556571392
2020-01-23,349.600006,344.59064528708143
2020-01-24,353.160004,356.4545976030513
2020-01-27,342.880005,346.89218381228085
2020-01-28,348.519989,348.72950434055775
2020-01-29,343.160004,341.08394090168423
2020-01-30,347.73999,345.29829212418343
2020-01-31,345.089996,342.40599161838514
2020-02-03,358.0,356.2736758628732
2020-02-04,369.01001,363.8919658755534
2020-02-05,369.670013,364.9011648812678
2020-02-06,366.950012,365.39997873167937
2020-02-07,366.769989,369.26987593862617
2020-02-10,371.070007,370.70921860202225
2020-02-11,373.690002,374.05642804620743
2020-02-12,380.01001,379.1380502576401
2020-02-13,381.399994,383.324841766318
2020-02-14,380.399994,382.8942444833934
2020-02-18,387.779999,387.3872730468635
2020-02-19,386.190002,389.51208665066576
2020-02-20,386.0,380.9005761534905
2020-02-21,380.070007,380.9013961890762
2020-02-24,368.700012,368.23717807400436
2020-02-25,360.089996,363.1468855716276
2020-02-26,379.23999,377.7529633103066
2020-02-27,371.709991,386.7720983879891
2020-02-28,369.029999,368.3066484382553
2020-03-02,381.049988,372.59043286732015
2020-03-03,368.769989,379.50145148887793
2020-03-04,383.790009,376.77912178556994
2020-03-05,372.779999,379.0456753655889
2020-03-06,368.970001,361.91236190053996
2020-03-09,346.48999,352.85163145907427
2020-03-10,364.130005,355.8565036405737
2020-03-11,349.920013,350.4300249027646
2020-03-12,315.25,318.02742830550363
2020-03-13,336.299988,315.9538654313609
2020-03-16,298.839996,317.97401055775003
2020-03-17,319.75,305.8192576127129
2020-03-18,315.470001,323.1499414080304
2020-03-19,332.029999,336.8358780710519
2020-03-20,332.829987,340.58967964257175
2020-03-23,360.269989,356.72094533140404
2020-03-24,357.320007,358.8054127544359
2020-03-25,342.390015,343.8877498488962
2020-03-26,362.98999,357.4907007992356
2020-03-27,357.119995,361.7017565396189
2020-03-30,370.959991,373.2987348521425
2020-03-31,375.5,378.8106717736068
2020-04-01,364.079987,366.97397045954716
2020-04-02,370.079987,366.25161546660655
2020-04-03,361.76001,361.99359739986545
2020-04-06,379.959991,374.24008622563395
2020-04-07,372.279999,372.60069321794566
2020-04-08,371.119995,373.10585778140444
2020-04-09,370.720001,365.7476431383134
2020-04-13,396.720001,391.09169802619726
2020-04-14,413.549988,411.5528880836696
2020-04-15,426.75,430.13965690300483
2020-04-16,439.170013,443.43040654780816
2020-04-17,422.959991,419.16127165370773
2020-04-20,437.48999,439.5527945401099
2020-04-21,433.829987,432.43346238724314
2020-04-22,421.420013,420.0256499134323
2020-04-23,426.700012,434.99190867800456
2020-04-24,424.98999,419.7948470925401
2020-04-27,421.380005,425.17893493548496
2020-04-28,403.829987,407.22327728867583
2020-04-29,411.890015,407.6266283625412
2020-04-30,419.850006,419.73222749667184
2020-05-01,415.269989,422.7203105112476
2020-05-04,428.149994,424.18480043901286
2020-05-05,424.679993,425.75050539305914
2020-05-06,434.26001,435.40296752830454
2020-05-07,436.529999,433.7630491947867
2020-05-08,435.549988,440.22601025820086
2020-05-11,440.519989,442.7511027492987
2020-05-12,431.820007,435.1326871549063
2020-05-13,438.269989,437.7370086120701
2020-05-14,441.950012,441.1741477231851
2020-05-15,454.190002,449.48747008779
2020-05-18,452.579987,449.2975382015486
2020-05-19,451.040009,455.71691664021296
2020-05-20,447.670013,447.38718486404036
2020-05-21,436.25,434.2486038152589
2020-05-22,429.320007,430.846247590463
2020-05-26,414.769989,416.69840409770643
2020-05-27,419.890015,407.94902455571264
2020-05-28,413.440002,416.82642084620113
2020-05-29,419.730011,415.4187586386872
2020-06-01,425.920013,422.7641321558862
2020-06-02,427.309998,422.1574560128457
2020-06-03,421.970001,420.01677084062663
2020-06-04,414.329987,417.16760284281924
2020-06-05,419.600006,414.9268783420549
2020-06-08,419.48999,412.1318700421227
2020-06-09,434.049988,431.03593924493725
2020-06-10,434.480011,434.7309570117562
2020-06-11,425.559998,438.53386287308103
2020-06-12,418.070007,419.36230955601974
2020-06-15,425.5,420.64445244364504
2020-06-16,436.130005,435.02800501382785
2020-06-17,447.769989,446.8428153414831
2020-06-18,449.869995,447.2679872282922
2020-06-19,453.720001,450.49593808194015
2020-06-22,468.040009,465.248601156269
2020-06-23,466.26001,471.1929498135418
2020-06-24,457.850006,459.6290550277039
2020-06-25,465.910004,461.38320737433816
2020-06-26,443.399994,447.80207942243806
2020-06-29,447.23999,436.4917376001404
2020-06-30,455.040009,453.6789785750123
2020-07-01,485.640015,480.5931856358774
2020-07-02,476.890015,482.8072951495919
2020-07-06,493.809998,494.89279496024926
2020-07-07,493.160004,498.195940932921
2020-07-08,502.779999,500.2024548433325
2020-07-09,507.76001,499.66787738216647
2020-07-10,548.72998,541.7873254548598
2020-07-13,525.5,535.3738093195999
2020-07-14,524.880005,502.3406455268602
2020-07-15,523.26001,521.8145600348224
2020-07-16,527.390015,516.982026146001
2020-07-17,492.98999,494.874000929207
2020-07-20,502.410004,497.7680105266481
2020-07-21,490.100006,492.4623941783932
2020-07-22,489.820007,492.6111919802807
2020-07-23,477.579987,476.3598083110352
2020-07-24,480.450012,482.39090098587656
2020-07-27,495.649994,492.8933789560109
2020-07-28,488.51001,491.14342905295155
2020-07-29,484.480011,488.2147513767018
2020-07-30,485.799988,484.5632205482006
2020-07-31,488.880005,490.7463035575149
2020-08-03,498.619995,500.2771161126142
2020-08-04,509.640015,508.2712060702538
2020-08-05,502.109985,504.0762813255218
2020-08-06,509.079987,505.14559505523874
2020-08-07,494.730011,492.3631669342908
2020-08-10,483.380005,484.5381586072009
2020-08-11,466.929993,470.28589042880094
2020-08-12,475.470001,479.4179159553909
2020-08-13,481.329987,481.79140941622074
2020-08-14,482.679993,485.24682152671295
2020-08-17,482.350006,481.87168600707037
2020-08-18,491.869995,491.78438704083544
2020-08-19,484.529999,486.0220094941244
2020-08-20,497.899994,495.37718876080567
2020-08-21,492.309998,492.8543930927823
2020-08-24,488.809998,489.8097394502973
2020-08-25,490.579987,489.5634947732014
2020-08-26,547.530029,536.4158770289652
2020-08-27,526.27002,527.2691423999173
2020-08-28,523.890015,529.4374934117228
2020-08-31,529.559998,526.9786428412291
2020-09-01,556.549988,552.2022339502008
2020-09-02,552.840027,542.7262445457291
2020-09-03,525.75,532.6636340566224
2020-09-04,516.049988,497.3374345574624
2020-09-08,507.019989,513.8721571302434
2020-09-09,500.190002,497.9676551891861
2020-09-10,480.670013,485.4404288721094
2020-09-11,482.029999,484.346202778833
2020-09-14,476.26001,479.83722513964403
2020-09-15,495.98999,492.77922925581595
2020-09-16,483.859985,489.8975488787242
2020-09-17,470.200012,468.1590323001984
2020-09-18,469.959991,466.6111434742649
2020-09-21,487.350006,482.22220871941033
2020-09-22,491.170013,483.3706029274881
2020-09-23,470.609985,472.7970939121226
2020-09-24,473.079987,473.63461125980785
2020-09-25,482.880005,477.35356641394196
2020-09-28,490.649994,482.38547956578793
2020-09-29,493.480011,492.6403907152626
2020-09-30,500.029999,499.45367341719304
2020-10-01,527.51001,522.5405669422152
2020-10-02,503.059998,512.9790232824395
2020-10-05,520.650024,513.6979507048299
2020-10-06,505.869995,509.29998091069933
2020-10-07,534.659973,530.9977366171123
2020-10-08,531.789978,527.5189367770856
2020-10-09,539.440002,541.0577351799334
2020-10-12,539.809998,542.91639156738
2020-10-13,554.090027,551.3210651005174
2020-10-14,541.450012,552.7809716133484
2020-10-15,541.940002,541.7267664952101
2020-10-16,530.789978,537.4239401985225
2020-10-19,530.719971,531.6869353500739
2020-10-20,525.419983,528.6391994088804
2020-10-21,489.049988,496.3995107457632
2020-10-22,485.230011,485.1274268510691
2020-10-23,488.279999,484.5352072865933
2020-10-26,488.23999,488.2225700251983
2020-10-27,488.929993,484.94677771810655
2020-10-28,486.23999,490.2681940094312
2020-10-29,504.209991,500.88404369716056
2020-10-30,475.73999,480.4016434780313
2020-11-02,484.119995,481.7755619168124
2020-11-03,487.220001,487.9964078613577
2020-11-04,496.950012,504.1756997033357
2020-11-05,513.76001,513.7887794610132
2020-11-06,514.72998,505.2053140583508
2020-11-09,470.5,478.817434032011
2020-11-10,480.23999,475.68785279980824
2020-11-11,490.76001,486.19799810663085
2020-11-12,486.769989,486.82713326464864
2020-11-13,482.839996,481.2733761546935
2020-11-16,479.100006,482.4935750921827
